subject,memory_of_video_content
9a5c8d5b-3b80-4518-b396-cddbfe80d304,"Chris talked about his siblings, he went on to talk about stories from college where he states that he cheated. He then goes on to talk about chivalry where he states he would give up a seat for a pregnant woman. Next, he talks about his new haircut and apartment, and finally, he is asked what he does on the weekends in which he states he was making good relations with his grandmother to try and gain her house."
9ad2dd19-e5d0-4dab-90ee-b3e985617b29,"he has two siblings, tom and susan.

he cheated on his exam and he would have failed if he didnt

he doesnt believe in chivalry saying he wouldnt give up his seat on the bus for a heavily pregnant woman

he spends his weekends with his grandmother because he wants the house when she dies"
9b077593-0f27-4607-a4e4-1cad91a5067d,"He said he was answering questions for his youtube video. He said he has a brother and a sister, he believes in chivalry, he has moved to a new apartment as has a new hair cut and he spends time with his grandmother at weekeneds as he likes spending time with her before she passes away."
9b0e009c-90b8-4e0f-8613-077b2c13116e,"THe main things Chris said in his video were questions asked by the viewers about his daily life. For instance, he answered that he has two siblings, Tom and Susan who live in the same town and a bus ride away from him. Also, Chris said that he believes in chivalry by giving an example in which he would give up a seat on the bus to a heavily pregnant woman. Chris responded to how he spends his weekends by explaining that he helps out his grandmother and spends time with her before he passes away of old age."
9c554c2c-73a4-4a43-b5c0-9a2ed2393553,"Chris has two siblings, a sister named Susan (I think), and a brother named Tom - they live in the same small town as Chris and are a short bus ride away. Chris mainly does his videos in the weekday and helps his grandmother around her house at weekends as he wants to spend as much time with her as possible before she passes. He got a new haircut and recently moved into a new apartment. Chris believes in chivalry and would give his seat on a bus to a pregnant woman (for example)."
9e749aa3-2661-49f7-beb1-e28fd7b7287a,"Tom has 2 siblings. Tom and Susan. He's not entirely the most honorable person, as he cheats on exams, and doesn't care about others much. Feels no empathy for pregnant women."
9eaeeeac-6224-4dfb-97a5-ca8c5479d599,"he agrees with chivalry, he has siblings, he spends his weekends with his grandma so he spends lots of time with her before she passes away, he doesnt usually make videos like that,"
a0bb4a41-d371-4278-821f-a4c963128867,"Two siblings, Susan and Tom - They live in the same city, only a bus ride away
Believes in chivalry, would give up his seat for a pregnant woman.
Releases his videos on weekdays, spends his weekends with his elderly grandma.
Went to college, helped his friend pass his exam which he's happy about.
Recently moved to a new apartment and had a hair cut."
a0ebab94-d2f6-4ab1-b382-b33cd3fb18fc,"He has just recently started his YouTube channel.
He has a brother called Tom and a sister called Susan. 
He believes in chivalry.
He helped a friend with an exam in college. 
He recently moved appartments and cut his hair. 
He uploads mosts videos in the week because he helps his elderly grandmother at weekends."
a23a800f-adc7-4fbb-9bcd-8cbf05edf082,"His siblings live in the same town near him. He cheated in his final exam at college and without cheating he would have failed. He doesn't believe in chivalry, he wouldn't stand up for a pregnant woman if there were no more seats on a bus and he was seated. He spends most of his time at his grandmothers as he wants to make sure he inherits her house when she dies."
a43d8930-1920-43cb-b5d8-368da4859250,"he said that he has a sibiling called susan, that he cheated in a exam whilst he was at college and that he spends as much time as possible with his gran so he can inherit her house  when she passes on."
a58fc435-5ae3-4faa-a49a-fdbff0771164,"Brother Tom sister Susan
Cheated on final exam in college
New apartment, cut hair
spends time with grandma on weekends
"
a6147fda-4f8b-4b60-a9de-74e90001841e,"He's just moved to a new apartment, got a haircut and at the weekends spends a lot of time with his Gran.  He's got a brother and sister who live a bus ride away in the same town. He helped a friend at uni to pass their exam. He believes in giving up his seat to a heavily pregnant woman on a bus."
a637123b-382f-432c-82eb-3e0646dc3add,"1. he has a brother named Tom and a sister named Susan
2. he helped his friend in college pass the final exam
3. he believes in chivalry 
4. he moved to a new apartment and got a new haircut
5. on the weekends he helps his grandmother because she's moving along in age"
a63959fc-1667-41ab-8ace-f719cedc39b3,"1. He has 2 siblings, Tom and Susan, who live close to him. 2. When in college, he helped one of his friends pass their final exams. 3. He moved into a new apartment recently and got a haircut. I cannot remember the last two points in his video, sorry."
a87a57f6-2b27-4b28-80f3-68c96f7c92e7,"He said he just started doing videos and people want to know more about him. Someone suggested he take 5 random questions from the comments section and answer them - so he did. 

He answered 5 questions - about how many siblings he had (tom and susan I think) and they live near him bus ride away. Also about any stories from college - he helped his friend on final exam or he would have failed. What has changed about videos - he has moved to new apartment and got a hair cut. What does he do at weekends - he spends them with his grandma as she is old and he wants to spend as much time as possible before she passes - and does he believe in chivalry, yes he would give up his seat for a heavily pregnant woman on the bus."
